name,online_order,book_table,rate,votes,location,rest_type,cost2plates,category,grouped_cuisines
shalimar chaska,No,No,3.7,0,Richmond Road,Quick Bites,200.0,Dine-out,Asian Cuisine
deepak paratha plaza,No,No,3.5,18,New BEL Road,Quick Bites,200.0,Delivery,North Indian Cuisine
brews n bites,Yes,No,2.7,48,Bannerghatta Road,Others,650.0,Dine-out,Fusion/Contemporary Indian Cuisine
kailash parbat,No,No,2.6,84,Whitefield,Food Court,400.0,Dine-out,North Indian Cuisine
laziz pizza,Yes,No,3.8,45,Koramangala 7th Block,Quick Bites,400.0,Dine-out,Western Cuisine
smoke de burger,Yes,No,3.6,36,Koramangala 5th Block,Quick Bites,300.0,Delivery,Fast Food & Street Food
srinidhi hotel,No,No,3.7,0,Thippasandra,Quick Bites,140.0,Dine-out,North Indian Cuisine
freshmenu,Yes,No,3.9,41,Banashankari,Delivery,450.0,Delivery,North Indian Cuisine
the vape,Yes,No,4.0,41,HSR,Casual Dining,800.0,Dine-out,Asian Cuisine
vasanth vihar - since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,150.0,Delivery,South Indian Cuisine
kaizen wellness kitchen,Yes,No,3.7,37,JP Nagar,Casual Dining,800.0,Delivery,Asian Cuisine
china on my plate,Yes,No,3.7,0,Whitefield,Casual Dining,800.0,Delivery,Asian Cuisine
rraps,No,No,3.7,0,Electronic City,Casual Dining,700.0,Dine-out,North Indian Cuisine
wat-a-biryani,Yes,No,3.7,0,Electronic City,Delivery,500.0,Delivery,Mughlai & Hyderabadi Cuisine
sri rajasthani foods,Yes,No,3.6,12,JP Nagar,Quick Bites,200.0,Delivery,North Indian Cuisine
punjabi paratha house,No,No,3.7,0,Sarjapur Road,Delivery,300.0,Delivery,North Indian Cuisine
cravebelly veg & non veg,No,No,3.7,0,Old Airport Road,Quick Bites,150.0,Dine-out,South Indian Cuisine
johny's kitchen,Yes,No,4.1,60,Jeevan Bhima Nagar,Quick Bites,300.0,Delivery,North Indian Cuisine
bangali babu restaurant,No,No,3.7,0,BTM,Others,250.0,Dine-out,Fast Food & Street Food
mamma mexicana,Yes,Yes,2.2,409,MG Road,Casual Dining,1000.0,Dine-out,Fusion & Miscellaneous
kitchen of joy,Yes,No,4.1,41,Indiranagar,Quick Bites,400.0,Delivery,East Indian Cuisine
appana restaurant,Yes,No,3.5,12,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
chillout,Yes,No,3.7,0,BTM,Cafe,200.0,Dine-out,Western Cuisine
tandoor chai house,Yes,No,3.5,7,JP Nagar,Quick Bites,200.0,Dine-out,Fusion/Contemporary Indian Cuisine
swad restaurant,Yes,No,3.7,115,BTM,Casual Dining,550.0,Dine-out,North Indian Cuisine
zeeshan,Yes,No,2.6,156,Sarjapur Road,Casual Dining,700.0,Delivery,North Indian Cuisine
absolute chinese,Yes,No,3.8,209,Rajajinagar,Quick Bites,450.0,Dine-out,Asian Cuisine
balle balle dhaba,Yes,No,3.6,199,Kalyan Nagar,Quick Bites,500.0,Dine-out,North Indian Cuisine
oven lovin',No,No,3.7,0,Brigade Road,"Takeaway, Delivery",300.0,Delivery,Desserts & Beverages
chawla's 2 online.com,No,No,3.5,4,Koramangala 1st Block,"Takeaway, Delivery",800.0,Delivery,North Indian Cuisine
fai dang,No,No,3.7,30,Indiranagar,Casual Dining,1100.0,Dine-out,Asian Cuisine
patville,No,No,4.0,104,HSR,Dessert Parlor,300.0,Desserts,Desserts & Beverages
slo' food co.2,No,Yes,3.8,48,Ulsoor,Casual Dining,400.0,Dine-out,North Indian Cuisine
luqma restaurant,Yes,No,3.5,18,Others,Quick Bites,550.0,Delivery,North Indian Cuisine
ruchie rich,No,No,3.5,134,Electronic City,Quick Bites,200.0,Delivery,North Indian Cuisine
krispy kreme,Yes,No,3.7,14,Bannerghatta Road,Dessert Parlor,300.0,Desserts,Desserts & Beverages
truffles,No,No,4.7,41,Koramangala 5th Block,Others,900.0,Dine-out,Western Cuisine
harry's bar + cafe,Yes,Yes,4.2,41,Koramangala 7th Block,"Casual Dining, Bar",400.0,Drinks & nightlife,Asian Cuisine
sri udupi park,No,No,4.0,141,Old Airport Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
mughlai kitchen,Yes,No,3.5,270,BTM,Quick Bites,600.0,Delivery,North Indian Cuisine
upahara darshini,Yes,No,4.0,40,Basavanagudi,Casual Dining,600.0,Dine-out,North Indian Cuisine
kuttanad restaurant,Yes,No,3.9,247,Nagawara,Quick Bites,400.0,Delivery,North Indian Cuisine
teachate express,No,No,3.7,0,JP Nagar,Quick Bites,150.0,Dine-out,Fast Food & Street Food
the hidden cafe,Yes,No,3.9,96,Koramangala 1st Block,Quick Bites,350.0,Dine-out,North Indian Cuisine
rayaan's bbq,Yes,No,3.3,6,BTM,Quick Bites,350.0,Delivery,North Indian Cuisine
atithi grand veg hotel,No,No,3.7,0,Sarjapur Road,Quick Bites,300.0,Dine-out,South Indian Cuisine
rajtilak sweets,Yes,No,2.8,20,Sarjapur Road,Others,250.0,Delivery,Fusion/Contemporary Indian Cuisine
rk fast food,No,No,3.7,0,BTM,Quick Bites,300.0,Delivery,South Indian Cuisine
pot-o-noodles,No,Yes,4.3,170,Koramangala 4th Block,Casual Dining,800.0,Delivery,Asian Cuisine
hotel blue land,No,No,3.7,0,Indiranagar,Quick Bites,200.0,Delivery,South Indian Cuisine
ice creamist,Yes,No,3.2,25,Kaggadasapura,Dessert Parlor,300.0,Delivery,Desserts & Beverages
le rock,Yes,No,4.0,41,Brigade Road,Bar,400.0,Delivery,Asian Cuisine
mounika andhra mess,No,No,3.7,0,Others,Others,400.0,Delivery,South Indian Cuisine
zaica dine & wine,Yes,Yes,4.0,41,Nagawara,Casual Dining,400.0,Delivery,North Indian Cuisine
pk dhaba,Yes,No,3.7,0,Marathahalli,Others,250.0,Delivery,North Indian Cuisine
soul cafe,No,Yes,3.9,314,MG Road,Cafe,800.0,Cafes,Western Cuisine
truffles,No,No,4.5,41,St. Marks Road,Cafe,900.0,Dine-out,Western Cuisine
slounge - lemon tree premier,No,No,4.0,62,Ulsoor,Others,400.0,Dine-out,Fusion & Miscellaneous
r.k caterers,No,No,3.7,0,Frazer Town,Quick Bites,350.0,Delivery,North Indian Cuisine
nando's,Yes,No,4.1,308,Malleshwaram,Casual Dining,400.0,Dine-out,Fast Food & Street Food
kolkata rolls & chowmein,Yes,No,3.5,35,Banaswadi,Quick Bites,100.0,Delivery,Fast Food & Street Food
leon grill,Yes,No,4.3,41,HSR,Quick Bites,450.0,Dine-out,Fast Food & Street Food
halli oota,No,No,3.3,6,St. Marks Road,Casual Dining,450.0,Dine-out,South Indian Cuisine
gobble up churros cafe,Yes,No,4.3,379,Indiranagar,Dessert Parlor,400.0,Delivery,Fusion/Contemporary Indian Cuisine
le chãâãâãâãâãâãâãâãâ©ri,No,No,3.8,33,Shanti Nagar,Delivery,350.0,Delivery,Desserts & Beverages
lot like crepes,Yes,No,4.6,41,Koramangala 7th Block,Others,550.0,Dine-out,Western Cuisine
indy's comfort food,No,No,4.1,399,Shivajinagar,Quick Bites,300.0,Dine-out,North Indian Cuisine
basaveshwara khanavali,No,No,3.7,0,Bellandur,Quick Bites,200.0,Delivery,North Indian Cuisine
asean - on the edge,Yes,Yes,4.4,41,MG Road,Casual Dining,400.0,Delivery,Asian Cuisine
amaravathi andhra style family restaurant,No,No,3.7,0,Electronic City,Quick Bites,250.0,Dine-out,South Indian Cuisine
cultch resto cafe,No,No,3.7,46,Marathahalli,Cafe,600.0,Dine-out,Fusion & Miscellaneous
mishmash,Yes,No,3.9,41,HSR,"Casual Dining, Bar",400.0,Delivery,North Indian Cuisine
khatta meetha teekha,Yes,No,4.3,194,Koramangala 6th Block,Quick Bites,300.0,Dine-out,North Indian Cuisine
tempteys,Yes,No,4.2,249,BTM,Others,500.0,Delivery,Desserts & Beverages
mug n bean,Yes,No,3.9,247,Jayanagar,Cafe,400.0,Cafes,Western Cuisine
bakers town,Yes,No,3.6,41,BTM,Cafe,600.0,Delivery,Western Cuisine
bunker restaurant,No,No,3.7,29,Sarjapur Road,Quick Bites,300.0,Delivery,North Indian Cuisine
bib - breakfast in the box,Yes,No,3.8,39,Yeshwantpur,Quick Bites,600.0,Delivery,Western Cuisine
shiva's bar and restaurant,No,No,3.7,0,BTM,Others,800.0,Pubs and bars,North Indian Cuisine
santhanam sweets & savouries,No,No,3.9,36,Commercial Street,Others,150.0,Desserts,Fusion/Contemporary Indian Cuisine
nanda's,Yes,No,3.3,213,Sarjapur Road,Casual Dining,600.0,Dine-out,North Indian Cuisine
new andhra spicy,Yes,No,3.6,11,Bellandur,Quick Bites,200.0,Dine-out,North Indian Cuisine
empire restaurant,Yes,No,4.1,41,Frazer Town,Casual Dining,750.0,Delivery,North Indian Cuisine
royal paris,Yes,No,3.8,71,BTM,Casual Dining,1000.0,Dine-out,North Indian Cuisine
baar union,No,Yes,4.6,41,HSR,Others,850.0,Dine-out,Asian Cuisine
rannaghar,Yes,No,3.9,138,Jeevan Bhima Nagar,Casual Dining,600.0,Delivery,North Indian Cuisine
cakezone,No,No,4.1,342,BTM,Bakery,500.0,Desserts,Desserts & Beverages
the cake ville,Yes,No,3.2,18,JP Nagar,Others,300.0,Dine-out,Fast Food & Street Food
thran bakery,No,No,3.6,8,Kalyan Nagar,Bakery,600.0,Desserts,Desserts & Beverages
homms,Yes,No,4.5,224,Marathahalli,Quick Bites,300.0,Delivery,Asian Cuisine
chaai resto,Yes,No,3.4,4,Marathahalli,Others,250.0,Dine-out,Fast Food & Street Food
give me 5 cafe,No,No,3.3,90,Indiranagar,Cafe,500.0,Cafes,Healthy & Vegan
samosa singh,Yes,No,4.0,239,Marathahalli,Quick Bites,200.0,Delivery,Fusion/Contemporary Indian Cuisine
sree ganesh fruit juice centre,Yes,No,3.6,12,Malleshwaram,Beverage Shop,100.0,Delivery,Desserts & Beverages
bib-breakfast in the box,Yes,No,3.7,0,Ulsoor,Quick Bites,600.0,Dine-out,Western Cuisine
the buffet table,No,Yes,3.7,0,HSR,Casual Dining,400.0,Buffet,North Indian Cuisine
muthashy's,Yes,No,4.2,467,BTM,Quick Bites,400.0,Delivery,South Indian Cuisine
food junction,No,No,3.5,43,BTM,Quick Bites,400.0,Dine-out,North Indian Cuisine
eatato snack bar,Yes,No,3.3,11,Brigade Road,Casual Dining,400.0,Delivery,North Indian Cuisine
new punjabi pure veg restaurant,Yes,No,3.4,221,Yeshwantpur,Quick Bites,400.0,Delivery,North Indian Cuisine
chaat chatore,Yes,No,3.1,19,Bannerghatta Road,Quick Bites,300.0,Delivery,Fast Food & Street Food
bhukkad,Yes,No,3.3,6,New BEL Road,Quick Bites,300.0,Delivery,North Indian Cuisine
grahaira,No,No,3.7,0,Commercial Street,Quick Bites,300.0,Delivery,North Indian Cuisine
grills & rolls,Yes,No,2.5,321,JP Nagar,Quick Bites,400.0,Delivery,North Indian Cuisine
svi food and juice,No,No,3.7,0,Ulsoor,Quick Bites,300.0,Dine-out,North Indian Cuisine
the denny's,No,No,3.7,93,Jayanagar,Casual Dining,900.0,Delivery,North Indian Cuisine
batter splatter,No,No,3.3,5,Lavelle Road,Bakery,350.0,Delivery,Fusion & Miscellaneous
what's in a name,Yes,Yes,4.1,41,Koramangala 5th Block,Others,400.0,Pubs and bars,Asian Cuisine
the french corner,No,No,3.4,10,Kalyan Nagar,Others,400.0,Delivery,Fast Food & Street Food
aahar cafe,Yes,No,3.7,0,Marathahalli,Quick Bites,250.0,Delivery,North Indian Cuisine
behrouz biryani,Yes,No,4.0,356,Koramangala 8th Block,Delivery,650.0,Delivery,Mughlai & Hyderabadi Cuisine
food singh,No,No,3.7,0,Whitefield,Delivery,500.0,Delivery,North Indian Cuisine
al sadique restaurant,No,No,3.4,32,Frazer Town,Quick Bites,350.0,Delivery,North Indian Cuisine
bengali fun foods,Yes,Yes,3.9,68,BTM,Casual Dining,600.0,Dine-out,North Indian Cuisine
bulls n bears - bar trade xchange,No,Yes,3.9,151,Koramangala 5th Block,Others,1000.0,Pubs and bars,North Indian Cuisine
the food therapy,No,No,3.7,0,Koramangala 1st Block,"Casual Dining, Bar",1000.0,Dine-out,North Indian Cuisine
mumbai xpress,Yes,No,2.8,92,Bellandur,Quick Bites,350.0,Dine-out,Fusion/Contemporary Indian Cuisine
fixmynutrition,No,No,3.7,0,Richmond Road,"Takeaway, Delivery",500.0,Desserts,Asian Cuisine
biryani rooh-e-khaas,Yes,No,4.2,30,HSR,Delivery,500.0,Delivery,North Indian Cuisine
daafoodies,No,No,3.2,4,Electronic City,Quick Bites,400.0,Dine-out,South Indian Cuisine
tiffinmates,No,No,3.7,0,Whitefield,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
kava bar - fairfield by marriott,No,No,3.4,10,Rajajinagar,Bar,400.0,Pubs and bars,North Indian Cuisine
jiyo natural,No,No,3.6,14,South Bangalore,Delivery,300.0,Delivery,North Indian Cuisine
khatta meetha teekha,Yes,No,4.2,190,Koramangala 6th Block,Quick Bites,300.0,Delivery,North Indian Cuisine
five senses,Yes,No,3.7,0,Ulsoor,"Takeaway, Delivery",500.0,Delivery,North Indian Cuisine
asia seven,Yes,No,3.3,4,Whitefield,Food Court,300.0,Dine-out,Asian Cuisine
little green cafe,No,No,4.3,41,Church Street,Others,900.0,Cafes,Western Cuisine
kriti dugar,No,No,3.4,5,Marathahalli,Dessert Parlor,200.0,Desserts,Desserts & Beverages
a m biryani hotel,Yes,No,3.3,6,Bannerghatta Road,Quick Bites,300.0,Delivery,North Indian Cuisine
a bar,No,No,3.3,19,HSR,Bar,600.0,Dine-out,North Indian Cuisine
sri srinivas park hotel,Yes,No,3.7,0,BTM,Quick Bites,300.0,Delivery,South Indian Cuisine
waffle magic,Yes,No,4.1,87,Koramangala 6th Block,Cafe,700.0,Cafes,Desserts & Beverages
wyt restropub,No,No,2.7,406,MG Road,Others,1000.0,Dine-out,North Indian Cuisine
matteo coffea,No,No,4.4,41,Church Street,Cafe,600.0,Dine-out,Fusion & Miscellaneous
behrouz biryani,Yes,No,4.1,349,Electronic City,Delivery,650.0,Delivery,Mughlai & Hyderabadi Cuisine
cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,800.0,Cafes,Western Cuisine
ab's - absolute barbecues,No,Yes,4.7,41,Sarjapur Road,Casual Dining,400.0,Dine-out,North Indian Cuisine
salt - indian restaurant bar & grill,Yes,Yes,4.4,41,Koramangala 7th Block,Casual Dining,400.0,Dine-out,North Indian Cuisine
pavithra restaurant,No,No,3.4,133,Jayanagar,Quick Bites,300.0,Dine-out,North Indian Cuisine
frybies,Yes,No,3.3,15,Bannerghatta Road,Quick Bites,350.0,Dine-out,Fast Food & Street Food
paratha junction,Yes,No,2.4,158,Bannerghatta Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
high sky,No,No,3.0,32,Whitefield,Casual Dining,1000.0,Delivery,North Indian Cuisine
aruba's lucknow sheermal house,No,No,3.7,0,Frazer Town,Quick Bites,400.0,Delivery,Mughlai & Hyderabadi Cuisine
trick or treat,No,No,4.2,41,Brigade Road,Cafe,500.0,Dine-out,Western Cuisine
midnight express,No,No,2.8,26,Koramangala 5th Block,"Takeaway, Delivery",650.0,Delivery,North Indian Cuisine
kale cafe,No,No,3.7,0,Brookefield,Quick Bites,100.0,Dine-out,South Indian Cuisine
tandoori club,Yes,No,3.5,5,Domlur,Delivery,400.0,Delivery,North Indian Cuisine
peppa zzing,Yes,No,4.3,41,Infantry Road,Cafe,800.0,Dine-out,Fast Food & Street Food
pan asian,Yes,No,3.7,0,BTM,Quick Bites,500.0,Dine-out,Asian Cuisine
lazzet lee,Yes,No,3.7,0,Lavelle Road,Quick Bites,600.0,Delivery,North Indian Cuisine
aks family dhaba and restaurant,Yes,No,3.6,40,Marathahalli,Quick Bites,500.0,Delivery,North Indian Cuisine
jalpaan,Yes,Yes,4.0,41,Jayanagar,Casual Dining,900.0,Delivery,North Indian Cuisine
sri krishna aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,200.0,Delivery,North Indian Cuisine
domino's pizza,Yes,No,3.9,419,Bommanahalli,Quick Bites,800.0,Delivery,Western Cuisine
amrith ice cream,No,No,4.1,81,Malleshwaram,Dessert Parlor,100.0,Desserts,Desserts & Beverages
gruhalakshmi home foods,Yes,No,3.3,5,Bommanahalli,Others,250.0,Desserts,Fusion & Miscellaneous
nutty squirrel,Yes,No,3.6,12,Thippasandra,"Takeaway, Delivery",300.0,Delivery,Desserts & Beverages
dalma,Yes,No,3.9,475,Koramangala 6th Block,Casual Dining,600.0,Delivery,East Indian Cuisine
sri prasanna military hotel,No,No,3.7,0,Others,Quick Bites,250.0,Delivery,South Indian Cuisine
kailash parbat,No,No,3.9,79,Jayanagar,Food Court,400.0,Dine-out,North Indian Cuisine
meghana foods grand,Yes,No,4.2,41,Marathahalli,Casual Dining,600.0,Delivery,North Indian Cuisine
kritunga restaurant,No,No,2.9,41,Brookefield,Casual Dining,650.0,Delivery,North Indian Cuisine
chats point,Yes,No,3.4,8,Basavanagudi,Quick Bites,150.0,Delivery,Fusion/Contemporary Indian Cuisine
mirchi bites- spice heaven,Yes,No,3.1,9,Marathahalli,Casual Dining,650.0,Delivery,Mughlai & Hyderabadi Cuisine
the underpass pub & grub,No,Yes,4.0,41,JP Nagar,Others,400.0,Drinks & nightlife,North Indian Cuisine
daily sushi,Yes,No,3.8,63,Whitefield,Casual Dining,900.0,Dine-out,Fusion & Miscellaneous
hotel sri ayodhya,Yes,No,3.7,0,Basaveshwara Nagar,Quick Bites,200.0,Delivery,South Indian Cuisine
shiv shakthi,Yes,No,4.0,175,HSR,Quick Bites,100.0,Delivery,North Indian Cuisine
kota kachori,Yes,No,4.3,41,Koramangala 6th Block,Quick Bites,400.0,Delivery,North Indian Cuisine
sri annapoorna andhra mess,No,No,3.7,0,Koramangala 5th Block,Others,300.0,Delivery,South Indian Cuisine
onesta,Yes,Yes,4.4,41,JP Nagar,Others,600.0,Delivery,Western Cuisine
the cake house,Yes,No,3.7,30,Ulsoor,Bakery,300.0,Delivery,Fast Food & Street Food
little lucknow,Yes,Yes,4.0,236,Koramangala 5th Block,Casual Dining,800.0,Delivery,North Indian Cuisine
foodies club,Yes,No,3.4,5,BTM,Quick Bites,300.0,Dine-out,North Indian Cuisine
punjab bistro,Yes,No,3.7,15,Others,Food Court,300.0,Dine-out,North Indian Cuisine
smacznego,Yes,No,4.2,41,Banashankari,Cafe,550.0,Cafes,Asian Cuisine
kanhaiyas,Yes,No,3.6,10,Bannerghatta Road,Quick Bites,150.0,Delivery,South Indian Cuisine
sarjapur social,Yes,No,4.6,41,Sarjapur Road,Others,400.0,Dine-out,North Indian Cuisine
biriyani's & curries,No,No,3.7,0,Bellandur,Quick Bites,400.0,Delivery,South Indian Cuisine
la mirch,No,No,3.7,0,Ulsoor,Delivery,400.0,Delivery,North Indian Cuisine
unique brew cafe resto,No,No,3.7,0,Indiranagar,Quick Bites,200.0,Delivery,Fast Food & Street Food
momo time,Yes,No,3.7,0,Ejipura,Quick Bites,300.0,Dine-out,Asian Cuisine
the kream story,Yes,No,4.1,37,Koramangala 7th Block,Others,500.0,Delivery,Fast Food & Street Food
shakar maanes kitchen,No,No,3.7,0,HSR,Quick Bites,300.0,Dine-out,North Indian Cuisine
banchharam,No,No,3.9,140,Koramangala 7th Block,Others,200.0,Dine-out,Fusion/Contemporary Indian Cuisine
smoke - the sizzler house,Yes,Yes,4.0,41,Koramangala 7th Block,Casual Dining,1100.0,Delivery,Asian Cuisine
20 feet high,Yes,Yes,4.0,41,Church Street,"Casual Dining, Bar",1000.0,Drinks & nightlife,Western Cuisine
durga sagar,Yes,No,3.4,9,Shanti Nagar,Quick Bites,150.0,Delivery,South Indian Cuisine
sri shakti sweets,No,No,3.4,9,Majestic,Others,150.0,Desserts,Fusion/Contemporary Indian Cuisine
indira darshini,Yes,No,3.6,28,Frazer Town,Quick Bites,200.0,Delivery,South Indian Cuisine
shaadi ki biryani,Yes,No,2.8,302,Commercial Street,Casual Dining,500.0,Dine-out,Mughlai & Hyderabadi Cuisine
taste of malabar,Yes,No,3.6,23,BTM,Quick Bites,350.0,Delivery,South Indian Cuisine
hyderabad biryaani house,Yes,No,3.7,41,Marathahalli,Casual Dining,550.0,Dine-out,North Indian Cuisine
the blackboard bakery,No,Yes,3.7,93,Lavelle Road,Others,1000.0,Cafes,Western Cuisine
joon restaurant,Yes,No,3.7,31,BTM,Quick Bites,400.0,Delivery,North Indian Cuisine
sagar fast food,Yes,No,3.7,67,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
gr foods,Yes,No,3.7,0,BTM,Quick Bites,350.0,Dine-out,South Indian Cuisine
khan saheb grills and rolls,Yes,No,2.6,24,Malleshwaram,Others,400.0,Dine-out,Fast Food & Street Food
20 char - sterlings mac hotel,Yes,Yes,4.0,419,Old Airport Road,"Casual Dining, Bar",400.0,Dine-out,North Indian Cuisine
cafe on the way,Yes,No,4.0,275,Koramangala 3rd Block,Cafe,500.0,Desserts,Fusion & Miscellaneous
sizzling china,Yes,No,2.9,23,Malleshwaram,Food Court,300.0,Delivery,Asian Cuisine
noon's,Yes,No,4.2,161,HSR,Quick Bites,300.0,Delivery,Mughlai & Hyderabadi Cuisine
kick out the jams,Yes,No,4.0,41,Ejipura,Delivery,350.0,Delivery,Western Cuisine
simple thindies,No,No,3.5,8,Banashankari,Quick Bites,200.0,Dine-out,South Indian Cuisine
kerala mess,Yes,No,2.9,40,Nagawara,Others,300.0,Delivery,North Indian Cuisine
sotang's,No,No,3.3,9,Kammanahalli,Quick Bites,250.0,Dine-out,North Indian Cuisine
cravy wings,Yes,No,4.2,289,Bannerghatta Road,Quick Bites,400.0,Dine-out,Western Cuisine
7 plates,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,750.0,Dine-out,North Indian Cuisine
mani's dum biryani,Yes,No,3.9,41,Koramangala 5th Block,Casual Dining,750.0,Dine-out,Mughlai & Hyderabadi Cuisine
the paramount hotel,Yes,No,3.6,243,Koramangala 5th Block,Casual Dining,1000.0,Dine-out,North Indian Cuisine
puran da dhaba - the pride hotel,Yes,No,4.0,164,Richmond Road,"Casual Dining, Bar",400.0,Pubs and bars,North Indian Cuisine
barkaas,Yes,Yes,4.3,176,Marathahalli,Casual Dining,1000.0,Delivery,Mughlai & Hyderabadi Cuisine
sapna's kitchen,No,No,3.7,0,Banaswadi,Quick Bites,400.0,Delivery,North Indian Cuisine
sweet truth,Yes,No,4.0,55,Marathahalli,Delivery,500.0,Desserts,Desserts & Beverages
mary cafe,No,No,3.3,17,Thippasandra,Quick Bites,150.0,Dine-out,South Indian Cuisine
the upper deck - raaj residency,Yes,No,3.6,35,Basavanagudi,Casual Dining,800.0,Dine-out,North Indian Cuisine
hara bhara box,No,No,3.7,0,Marathahalli,Quick Bites,300.0,Delivery,North Indian Cuisine
desi rasoi,No,No,3.7,0,New BEL Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
vietnamese kitchen,Yes,Yes,4.1,41,Indiranagar,Casual Dining,800.0,Delivery,Asian Cuisine
baahubelly,No,No,3.7,68,Brigade Road,Casual Dining,500.0,Delivery,North Indian Cuisine
the coffee bean & tea leaf,Yes,No,3.8,259,MG Road,Cafe,700.0,Cafes,Fusion & Miscellaneous
imperial restaurant,Yes,No,3.9,366,Residency Road,Casual Dining,800.0,Dine-out,North Indian Cuisine
sri udupi grand,No,No,3.2,9,Shanti Nagar,Quick Bites,350.0,Dine-out,North Indian Cuisine
rigan hyderabadi bawarchi,Yes,No,3.6,133,New BEL Road,Casual Dining,700.0,Dine-out,North Indian Cuisine
hungry kya?,No,No,3.3,8,Electronic City,Quick Bites,400.0,Delivery,North Indian Cuisine
royal view restaurant,Yes,No,3.7,26,BTM,Casual Dining,700.0,Delivery,North Indian Cuisine
parantha singh,No,No,3.7,31,Kalyan Nagar,Quick Bites,300.0,Delivery,North Indian Cuisine
brew meister,Yes,Yes,4.1,41,Jayanagar,Others,400.0,Drinks & nightlife,North Indian Cuisine
onesta,Yes,Yes,4.4,41,JP Nagar,Others,600.0,Dine-out,Western Cuisine
kalpanar rannaghar,No,No,3.3,9,Ejipura,Delivery,555.4,Delivery,North Indian Cuisine
golden china,Yes,No,3.6,22,Koramangala 1st Block,Quick Bites,300.0,Delivery,Asian Cuisine
nati biriyani mane,No,No,3.2,4,JP Nagar,"Takeaway, Delivery",200.0,Delivery,South Indian Cuisine
le jardin - the oberoi,No,No,4.3,41,MG Road,Others,400.0,Buffet,North Indian Cuisine
sri udupi sagar,No,No,3.5,12,BTM,Quick Bites,200.0,Dine-out,South Indian Cuisine
restro cafe,Yes,No,3.8,30,Jayanagar,Cafe,400.0,Delivery,Fusion & Miscellaneous
kerala vibes,No,No,3.6,80,Jeevan Bhima Nagar,Casual Dining,500.0,Dine-out,South Indian Cuisine
